,x1,x2,segment,visit
18461,8,4,1,1
18462,5,2,1,0
18463,8,9,1,1
18464,2,8,1,1
18465,9,6,1,0
18466,6,2,1,0
18467,9,5,1,0
18468,0,2,0,1
18469,7,1,1,0
18470,1,3,0,0
18471,0,6,1,0
18472,4,1,0,0
18473,6,7,0,1
18474,3,8,1,1
18475,5,8,0,0
18476,7,8,0,0
18477,4,7,1,0
18478,8,7,1,1
18479,1,1,1,0
18480,7,1,0,0
18481,6,0,1,0
18482,7,0,0,0
18483,1,0,0,0
18484,0,9,1,1
18485,7,8,1,0
18486,2,6,1,0
18487,4,6,0,0
18488,9,2,1,0
18489,1,5,1,0
18490,2,0,0,0
18491,2,6,1,0
18492,0,5,0,0
18493,3,1,0,0
18494,3,7,0,0
18495,0,6,1,0
18496,2,7,0,0
18497,3,7,1,0
18498,6,2,1,1
18499,7,5,0,1
18500,8,5,0,0
18501,7,1,1,1
18502,6,6,0,0
18503,7,6,0,0
18504,4,4,1,0
18505,5,1,0,1
18506,9,2,0,0
18507,8,1,0,0
18508,0,7,0,0
18509,8,2,0,0
18510,7,9,0,1
18511,4,6,1,0
18512,1,2,0,0
18513,6,1,0,0
18514,2,1,1,1
18515,7,4,1,0
18516,9,0,0,1
18517,5,0,1,0
18518,7,6,1,1
18519,7,3,0,0
18520,4,7,0,0
18521,9,1,1,1
18522,6,5,1,1
18523,7,4,1,1
18524,9,1,1,0
18525,2,2,0,0
18526,5,0,1,0
18527,3,0,1,0
18528,5,2,0,0
18529,9,1,1,1
18530,5,4,0,0
18531,1,3,0,0
18532,9,0,1,1
18533,1,8,1,0
18534,8,8,1,0
18535,4,7,0,1
18536,5,6,1,1
18537,4,3,1,0
18538,3,1,1,1
18539,4,1,0,0
18540,2,2,0,1
18541,8,9,1,0
18542,4,7,0,0
18543,6,8,1,0
18544,8,0,0,0
18545,6,8,0,1
18546,3,3,1,0
18547,6,5,0,0
18548,5,5,0,0
18549,5,8,1,1
18550,1,3,1,0
18551,7,0,1,1
18552,1,1,0,0
18553,9,2,1,0
18554,4,2,0,0
18555,6,4,0,0
18556,2,0,0,0
18557,8,4,1,0
18558,3,0,1,0
18559,9,3,1,0
18560,9,8,0,0
18561,9,9,0,1
18562,7,3,0,1
18563,3,1,0,0
18564,0,0,0,0
18565,4,3,0,1
18566,5,4,0,0
18567,6,8,0,0
18568,8,8,0,0
18569,6,3,1,0
18570,6,9,1,1
18571,6,8,0,0
18572,6,4,1,1
18573,5,0,1,1
18574,8,2,0,0
18575,4,5,1,0
18576,2,6,1,0
18577,1,5,0,0
18578,3,2,0,1
18579,2,5,1,1
18580,8,2,0,0
18581,7,9,0,0
18582,8,1,0,0
18583,4,0,1,0
18584,0,0,0,0
18585,7,7,0,0
18586,8,6,0,0
18587,9,1,1,0
18588,8,0,0,0
18589,4,3,0,0
18590,8,4,1,1
18591,2,9,0,1
18592,2,1,1,0
18593,1,4,1,1
18594,0,6,1,0
18595,9,9,1,1
18596,9,8,0,0
18597,3,2,1,0
18598,3,4,1,0
18599,9,9,0,1
18600,9,5,1,1
18601,4,6,0,0
18602,5,9,1,0
18603,7,4,0,0
18604,8,9,1,0
18605,0,8,0,0
18606,9,6,0,0
18607,8,8,0,0
18608,1,0,1,1
18609,0,4,0,1
18610,9,5,1,0
18611,9,9,0,0
18612,2,0,0,0
18613,3,6,1,0
18614,0,6,0,1
18615,8,0,1,1
18616,4,6,0,0
18617,8,1,1,1
18618,4,4,1,0
18619,2,9,0,0
18620,3,4,0,0
18621,1,4,0,0
18622,5,7,0,0
18623,8,9,1,1
18624,4,6,0,0
18625,7,1,1,1
18626,0,9,0,0
18627,5,1,0,0
18628,4,9,0,1
18629,5,0,1,0
18630,1,3,1,0
18631,8,2,1,0
18632,5,0,0,0
18633,4,5,1,0
18634,3,9,1,0
18635,0,7,0,0
18636,3,4,0,0
18637,4,3,0,0
18638,6,4,0,0
18639,8,6,1,0
18640,0,1,1,0
18641,6,4,0,0
18642,6,5,0,0
18643,4,6,0,1
18644,8,1,0,1
18645,7,6,1,0
18646,5,4,1,0
18647,4,9,0,1
18648,2,7,1,1
18649,6,4,1,1
18650,1,7,1,1
18651,3,5,1,1
18652,8,9,1,0
18653,9,8,1,0
18654,8,7,0,0
18655,8,1,0,0
18656,7,1,1,0
18657,9,5,1,0
18658,3,4,0,0
18659,3,3,1,1
18660,6,2,0,0
18661,3,0,0,0
18662,0,4,1,1
18663,6,2,1,1
18664,5,3,1,0
18665,7,6,1,0
18666,3,1,0,0
18667,9,3,0,1
18668,9,9,0,0
18669,9,5,0,0
18670,2,3,1,0
18671,9,0,0,0
18672,2,8,1,0
18673,5,0,1,1
18674,2,5,0,0
18675,7,1,1,1
18676,2,8,1,1
18677,4,5,1,0
18678,9,7,0,1
18679,2,3,0,0
18680,5,8,1,1
18681,2,6,1,0
18682,6,6,1,0
18683,2,2,1,1
18684,3,2,1,0
18685,8,3,0,0
18686,7,9,1,0
18687,9,3,0,1
18688,0,2,1,1
18689,4,3,1,1
18690,8,8,0,0
18691,7,7,1,1
18692,4,6,0,1
18693,2,9,1,1
18694,1,2,0,0
18695,1,1,1,0
18696,1,7,0,0
18697,6,3,0,0
18698,6,7,0,0
18699,9,5,1,0
18700,6,5,0,0
18701,5,3,0,1
18702,0,9,1,0
18703,3,6,0,0
18704,9,1,1,0
18705,4,0,0,1
18706,9,6,1,0
18707,1,0,0,0
18708,8,6,1,1
18709,1,6,0,0
18710,6,5,1,0
18711,5,1,1,1
18712,8,0,1,1
18713,5,4,1,0
18714,3,6,0,0
18715,8,1,1,0
18716,0,9,0,1
18717,1,1,0,0
18718,3,3,1,0
18719,9,1,1,1
18720,3,8,0,1
18721,7,0,0,0
18722,6,5,1,0
18723,5,8,1,0
18724,4,0,0,1
18725,4,2,0,0
18726,1,1,1,1
18727,2,6,0,0
18728,0,5,1,1
18729,2,2,0,0
18730,5,5,0,0
18731,2,8,1,0
18732,8,4,1,1
18733,2,2,1,1
18734,6,4,0,1
18735,8,3,1,1
18736,5,4,1,0
18737,7,6,1,0
18738,3,9,1,1
18739,8,7,1,1
18740,9,7,1,0
18741,1,3,1,0
18742,8,6,0,0
18743,1,2,1,0
18744,2,1,1,0
18745,6,7,0,1
18746,7,8,0,0
18747,4,8,0,1
18748,8,5,1,1
18749,8,2,1,0
18750,1,9,1,1
18751,9,0,0,0
18752,9,6,0,0
18753,3,3,1,0
18754,3,8,0,1
18755,6,5,0,0
18756,5,3,1,0
18757,4,7,0,0
18758,6,2,1,0
18759,1,1,0,0
18760,4,3,1,0
18761,2,9,1,1
18762,4,1,1,0
18763,9,9,0,0
18764,9,2,0,0
18765,9,8,0,0
18766,2,8,0,0
18767,0,0,1,0
18768,5,5,0,1
18769,5,9,0,0
18770,6,3,1,1
18771,3,7,1,1
18772,8,5,1,0
18773,9,4,0,0
18774,3,0,0,0
18775,4,7,0,1
18776,0,8,1,0
18777,6,5,1,1
18778,8,0,1,1
18779,7,3,0,0
18780,2,2,1,0
18781,6,1,1,0
18782,3,9,1,0
18783,6,4,0,0
18784,4,5,1,1
18785,4,8,1,1
18786,8,1,0,0
18787,4,5,0,0
18788,4,6,0,1
18789,4,2,1,1
18790,9,8,0,1
18791,2,2,0,0
18792,8,7,1,1
18793,9,7,1,1
18794,4,2,0,1
18795,6,5,1,1
18796,8,2,1,1
18797,1,9,1,1
18798,8,4,0,0
18799,7,0,0,1
18800,9,7,1,1
18801,5,3,0,0
18802,1,1,0,0
18803,8,9,0,0
18804,3,8,0,1
18805,8,0,1,0
18806,4,4,1,1
18807,9,5,0,0
18808,4,9,0,0
18809,2,4,0,1
18810,7,9,0,0
18811,1,6,0,0
18812,5,9,0,0
18813,5,7,0,0
18814,3,0,1,0
18815,0,8,1,1
18816,3,6,0,1
18817,9,4,1,0
18818,9,2,0,0
18819,2,3,1,0
18820,8,9,1,1
18821,3,8,1,0
18822,3,0,1,1
18823,2,7,0,1
18824,6,2,1,1
18825,9,0,0,1
18826,7,6,1,1
18827,5,3,1,0
18828,8,7,1,1
18829,6,8,0,0
18830,7,4,1,1
18831,1,0,1,0
18832,4,2,1,1
18833,2,0,0,0
18834,9,7,0,0
18835,7,9,0,0
18836,3,2,1,1
18837,7,9,0,0
18838,6,6,0,0
18839,0,5,0,1
18840,7,7,1,1
18841,7,6,1,0
18842,3,4,0,0
18843,0,8,1,1
18844,5,4,1,1
18845,4,8,0,0
18846,4,6,1,0
18847,5,0,1,0
18848,3,9,1,1
18849,5,9,0,0
18850,6,1,0,0
18851,1,2,0,0
18852,8,7,0,0
18853,6,9,1,0
18854,0,3,0,0
18855,7,6,0,1
18856,1,7,0,0
18857,9,2,1,0
18858,0,3,1,1
18859,0,0,1,1
18860,8,8,1,1
18861,6,7,1,1
18862,5,3,0,0
18863,0,5,0,0
18864,8,3,0,0
18865,0,8,0,1
18866,6,5,0,0
18867,8,3,1,0
18868,3,3,1,0
18869,5,6,1,0
18870,3,9,0,0
18871,5,6,1,0
18872,0,3,1,0
18873,6,2,1,0
18874,7,7,1,1
18875,7,4,0,0
18876,8,0,0,1
18877,3,1,1,1
18878,5,2,1,0
18879,9,5,0,0
18880,4,7,1,1
18881,2,1,0,0
18882,6,8,0,1
18883,0,1,1,1
18884,6,4,0,0
18885,9,9,1,0
18886,1,4,0,0
18887,3,2,1,0
18888,6,3,0,0
18889,3,2,1,0
18890,9,2,1,1
18891,2,5,0,0
18892,6,0,1,1
18893,7,0,0,0
18894,7,9,0,0
18895,1,7,1,0
18896,2,7,1,0
18897,7,2,1,0
18898,5,5,1,1
18899,0,7,1,0
18900,6,4,0,0
18901,2,3,0,0
18902,5,1,1,1
18903,3,4,0,0
18904,2,2,1,0
18905,6,9,1,0
18906,1,1,0,1
18907,0,5,0,1
18908,8,9,1,0
18909,3,9,1,1
18910,7,5,1,0
18911,2,8,0,0
18912,4,1,0,0
18913,5,8,1,0
18914,5,2,1,0
18915,0,6,0,1
18916,5,7,0,0
18917,6,6,1,0
18918,7,1,0,0
18919,0,6,0,1
18920,4,1,0,0
18921,9,3,0,1
18922,8,9,1,1
18923,0,6,1,1
18924,9,3,1,0
18925,3,9,1,0
18926,0,8,1,1
18927,8,4,1,1
18928,0,8,1,0
18929,3,5,0,0
18930,2,8,0,0
18931,8,7,0,0
18932,1,1,1,1
18933,9,2,1,0
18934,6,0,0,0
18935,2,8,0,0
18936,5,0,1,1
18937,3,4,1,0
18938,2,2,0,0
18939,1,8,1,0
18940,9,3,0,0
18941,3,4,1,0
18942,9,9,0,1
18943,8,0,1,1
18944,3,9,0,1
18945,0,4,0,0
18946,0,1,1,0
18947,0,7,0,0
18948,2,3,1,1
18949,3,6,1,1
18950,8,1,1,0
18951,3,6,0,1
18952,7,6,1,0
18953,2,6,1,0
18954,0,9,0,1
18955,1,9,0,0
18956,8,7,1,1
18957,3,1,1,0
18958,9,9,1,1
18959,1,1,0,1
18960,2,4,1,0
18961,8,2,1,1
18962,7,6,0,0
18963,4,0,0,1
18964,1,4,0,0
18965,1,6,1,1
18966,6,8,1,1
18967,6,5,0,0
18968,7,5,0,1
18969,6,3,0,0
18970,8,8,0,0
18971,6,7,1,0
18972,1,2,0,1
18973,1,6,0,0
18974,0,7,0,0
18975,4,1,1,0
18976,4,6,0,1
18977,7,0,0,0
18978,8,2,1,1
18979,4,0,0,0
18980,5,5,1,1
18981,3,6,0,0
18982,8,6,1,1
18983,3,7,1,0
18984,3,7,0,0
18985,3,1,1,0
18986,3,9,0,0
18987,9,8,1,1
18988,7,1,0,0
18989,7,6,1,0
18990,8,7,0,0
18991,4,5,1,1
18992,2,9,0,0
18993,5,7,1,0
18994,8,1,1,1
18995,0,3,0,0
18996,7,3,0,0
18997,7,3,1,1
18998,8,3,1,0
18999,5,9,0,0
19000,9,2,1,1
19001,3,2,0,0
19002,3,9,0,1
19003,3,4,0,0
19004,0,1,0,0
19005,4,8,0,0
19006,4,7,1,0
19007,4,3,0,1
19008,5,1,0,1
19009,7,3,1,1
19010,3,2,1,0
19011,5,8,1,0
19012,6,1,1,0
19013,1,7,0,1
19014,2,1,1,0
19015,1,4,0,0
19016,6,2,0,0
19017,3,5,1,1
19018,0,6,0,1
19019,3,3,0,0
19020,5,1,1,1
19021,0,2,1,0
19022,1,9,0,0
19023,6,9,0,0
19024,9,0,0,0
19025,4,7,0,0
19026,2,9,1,0
19027,6,7,1,1
19028,9,9,0,0
19029,0,8,0,0
19030,2,6,1,0
19031,9,5,0,0
19032,6,1,1,0
19033,6,2,0,0
19034,2,6,1,1
19035,3,5,1,0
19036,2,0,1,0
19037,8,2,0,0
19038,0,1,0,0
19039,4,1,0,0
19040,8,8,0,0
19041,3,9,0,1
19042,4,9,1,1
19043,8,4,1,0
19044,2,8,1,0
19045,7,7,0,1
19046,2,1,1,0
19047,1,4,0,0
19048,8,1,0,0
19049,3,7,0,0
19050,6,0,1,1
19051,7,6,1,1
19052,3,6,0,0
19053,3,4,1,1
19054,4,9,1,1
19055,7,3,0,0
19056,4,4,1,1
19057,2,5,0,1
19058,3,7,1,0
19059,2,8,0,0
19060,7,8,0,0
19061,8,7,0,1
19062,9,8,1,1
19063,9,4,1,0
19064,2,0,1,0
19065,6,4,1,0
19066,4,3,0,0
19067,6,8,0,0
19068,7,3,1,0
19069,4,1,1,0
19070,9,8,0,0
19071,5,0,1,0
19072,8,7,1,1
19073,5,3,0,0
19074,7,7,1,0
19075,4,7,1,0
19076,9,8,0,1
19077,8,8,0,0
19078,9,5,1,0
19079,9,5,0,0
19080,5,2,1,1
19081,1,5,0,0
19082,1,4,1,1
19083,9,3,0,1
19084,0,9,0,0
19085,7,9,1,0
19086,3,6,1,1
19087,0,4,0,0
19088,4,9,1,0
19089,8,3,1,1
19090,5,9,1,0
19091,4,6,0,1
19092,5,3,1,1
19093,6,0,1,0
19094,9,4,1,0
19095,4,8,0,1
19096,6,8,1,0
19097,4,4,0,0
19098,7,4,0,0
19099,1,0,0,0
19100,3,9,0,0
19101,2,3,1,1
19102,3,8,1,1
19103,7,3,1,1
19104,8,3,0,0
19105,0,8,0,0
19106,9,7,1,0
19107,0,2,1,1
19108,7,6,1,0
19109,1,1,0,1
19110,2,0,1,0
19111,7,5,0,0
19112,8,1,0,0
19113,3,4,1,0
19114,8,0,1,0
19115,6,9,1,0
19116,4,2,0,0
19117,5,3,1,0
19118,1,7,0,0
19119,3,9,0,0
19120,4,9,1,1
19121,5,9,0,0
19122,9,9,0,1
19123,7,2,0,0
19124,6,2,1,0
19125,6,6,0,1
19126,5,7,1,0
19127,7,8,0,0
19128,0,7,1,0
19129,1,6,0,0
19130,3,0,0,0
19131,7,8,0,0
19132,3,5,0,1
19133,5,5,0,1
19134,9,7,1,1
19135,5,4,1,0
19136,5,6,1,0
19137,1,1,0,0
19138,4,4,1,1
19139,9,3,0,1
19140,7,0,0,0
19141,5,7,0,0
19142,0,5,0,0
19143,1,0,0,0
19144,2,5,1,0
19145,5,0,1,0
19146,8,2,0,0
19147,0,0,1,1
19148,6,7,0,0
19149,0,6,1,0
19150,0,0,1,0
19151,9,5,1,0
19152,7,2,0,0
19153,8,1,0,0
19154,2,4,1,1
19155,5,3,1,0
19156,1,4,1,0
19157,8,3,1,1
19158,2,8,0,0
19159,1,6,0,0
19160,7,5,1,1
19161,3,4,1,0
19162,9,8,1,0
19163,0,7,0,0
19164,7,1,0,0
19165,7,9,1,1
19166,0,4,1,1
19167,4,7,0,0
19168,6,5,1,1
19169,9,5,0,0
19170,8,5,0,0
19171,9,6,1,0
19172,1,0,1,0
19173,0,9,1,0
19174,8,7,1,1
19175,3,9,0,0
19176,7,5,0,1
19177,3,7,1,0
19178,4,1,0,0
19179,0,5,1,1
19180,9,4,0,0
19181,5,2,0,1
19182,4,7,0,1
19183,5,3,1,1
19184,7,0,1,0
19185,6,7,1,0
19186,1,9,1,0
19187,8,8,1,0
19188,6,5,0,1
19189,3,5,1,0
19190,7,3,1,1
19191,4,8,1,0
19192,7,3,1,1
19193,5,5,0,0
19194,9,2,1,1
19195,0,9,1,0
19196,8,6,1,1
19197,5,1,0,0
19198,5,6,0,0
19199,4,6,1,0
19200,5,8,0,0
19201,1,9,1,0
19202,9,4,0,0
19203,8,4,0,0
19204,6,1,1,1
19205,6,0,1,0
19206,8,5,0,0
19207,3,5,1,1
19208,3,8,0,0
19209,1,9,0,0
19210,9,6,1,1
19211,0,7,0,1
19212,8,3,1,1
19213,9,4,1,0
19214,9,7,0,0
19215,9,8,0,0
19216,3,8,0,0
19217,3,4,0,0
19218,7,1,1,0
19219,8,1,1,1
19220,6,7,1,1
19221,9,5,1,1
19222,7,2,0,0
19223,7,0,0,0
19224,8,0,0,0
19225,0,0,1,1
19226,9,8,1,0
19227,5,1,0,0
19228,7,2,0,0
19229,9,7,0,0
19230,5,7,0,0
19231,9,4,1,0
19232,2,5,1,1
19233,0,2,0,1
19234,6,4,1,0
19235,5,0,0,0
19236,4,2,1,0
19237,6,6,1,1
19238,2,7,1,1
19239,9,5,1,1
19240,1,6,0,0
19241,8,6,0,0
19242,6,4,0,0
19243,6,1,0,0
19244,0,1,0,0
19245,2,6,0,0
19246,3,2,1,1
19247,5,8,1,1
19248,7,9,1,0
19249,3,1,1,1
19250,9,4,1,0
19251,6,9,0,0
19252,4,2,0,0
19253,7,4,1,0
19254,5,5,0,0
19255,6,4,1,1
19256,9,6,1,0
19257,7,8,0,0
19258,4,9,0,1
19259,3,6,1,0
19260,3,8,0,0
19261,1,6,1,0
19262,9,7,0,0
19263,5,0,1,0
19264,7,0,1,0
19265,2,8,1,1
19266,2,9,1,1
19267,3,5,0,0
19268,8,8,0,0
19269,2,4,0,0
19270,0,7,0,1
19271,5,4,1,1
19272,4,6,1,1
19273,0,5,0,0
19274,0,5,0,0
19275,7,0,0,0
19276,9,0,1,1
19277,4,7,1,1
19278,2,7,0,0
19279,5,2,0,1
19280,5,0,0,0
19281,3,2,0,0
19282,0,7,0,0
19283,9,9,0,1
19284,4,7,1,0
19285,6,9,0,0
19286,3,3,1,1
19287,5,5,1,0
19288,1,8,0,0
19289,2,0,1,1
19290,5,0,0,0
19291,3,5,1,0
19292,0,9,0,0
19293,6,9,0,0
19294,1,4,0,0
19295,1,0,1,1
19296,9,9,0,0
19297,9,5,1,0
19298,2,9,0,0
19299,0,4,1,0
19300,7,5,1,0
19301,5,2,0,0
19302,6,9,0,1
19303,0,2,0,0
19304,5,0,1,0
19305,0,2,0,1
19306,2,3,0,0
19307,1,7,1,0
19308,4,6,0,0
19309,3,5,1,0
19310,2,0,0,0
19311,8,9,0,1
19312,5,0,1,1
19313,8,2,0,0
19314,2,5,0,0
19315,7,6,0,1
19316,2,3,1,1
19317,5,2,1,0
19318,7,7,0,0
19319,7,6,1,0
19320,2,8,0,0
19321,0,2,0,0
19322,7,4,1,1
19323,6,0,0,0
19324,2,1,0,0
19325,1,3,0,0
19326,7,3,1,1
19327,5,2,1,0
19328,9,5,1,1
19329,8,4,1,1
19330,7,5,1,1
19331,8,0,1,1
19332,5,6,0,0
19333,7,0,1,1
19334,3,9,1,0
19335,1,5,1,1
19336,1,1,1,1
19337,1,1,1,1
19338,9,1,0,1
19339,4,7,1,1
19340,2,5,0,1
19341,3,4,1,0
19342,1,3,0,0
19343,2,8,0,0
19344,0,4,1,0
19345,1,5,1,0
19346,2,4,1,0
19347,2,6,1,1
19348,1,6,0,0
19349,7,7,0,0
19350,5,3,0,0
19351,2,6,1,0
19352,1,6,1,1
19353,7,9,0,0
19354,3,5,0,1
19355,1,3,1,1
19356,1,6,1,0
19357,1,5,1,1
19358,4,4,1,1
19359,3,1,1,1
19360,5,2,0,0
19361,3,9,1,1
19362,0,9,1,0
19363,7,1,0,0
19364,0,6,0,1
19365,9,7,0,1
19366,2,9,1,0
19367,9,2,0,0
19368,9,9,0,1
19369,1,6,1,1
19370,9,2,0,0
19371,5,5,1,0
19372,0,7,0,1
19373,4,0,1,0
19374,8,7,1,0
19375,7,1,1,0
19376,1,8,0,1
19377,9,9,0,0
19378,4,3,0,0
19379,2,9,0,0
19380,8,7,1,1
19381,7,4,0,0
19382,6,1,0,0
19383,0,4,1,0
19384,1,8,0,0
19385,2,4,0,0
19386,4,6,1,0
19387,3,3,1,1
19388,5,2,1,0
19389,4,9,1,1
19390,8,1,0,0
19391,5,5,0,0
19392,4,5,0,0
19393,4,3,0,0
19394,6,0,1,0
19395,4,6,0,0
19396,0,0,0,0
19397,7,4,1,0
19398,2,8,0,0
19399,0,3,1,0
19400,4,9,0,0
19401,9,3,0,0
19402,6,5,1,0
19403,3,1,1,1
19404,3,0,0,0
19405,0,0,1,0
19406,1,6,0,0
19407,7,0,0,0
19408,8,7,1,0
19409,6,3,1,1
19410,0,9,0,0
19411,6,8,0,0
19412,1,6,0,0
19413,0,6,0,0
19414,0,2,0,0
19415,0,1,1,1
19416,0,9,0,0
19417,3,8,1,0
19418,1,3,1,1
19419,0,5,1,0
19420,8,2,0,0
19421,8,1,0,1
19422,3,6,1,1
19423,1,1,1,0
19424,8,0,0,1
19425,4,3,0,1
19426,8,9,0,0
19427,8,5,0,0
19428,7,5,1,0
19429,5,9,1,1
19430,5,8,0,0
19431,9,4,1,0
19432,7,8,1,1
19433,9,1,0,0
19434,7,4,0,0
19435,6,6,1,0
19436,7,7,0,0
19437,4,2,1,0
19438,8,8,1,0
19439,4,0,0,0
19440,1,3,0,0
19441,1,4,0,0
19442,9,8,0,0
19443,5,2,0,0
19444,1,6,0,0
19445,0,4,0,1
19446,9,5,1,0
19447,5,0,1,1
19448,4,9,1,0
19449,2,3,0,0
19450,9,9,0,0
19451,0,8,0,0
19452,5,2,1,0
19453,2,9,0,1
19454,1,0,1,1
19455,7,6,0,0
19456,2,3,1,1
19457,9,7,0,0
19458,0,7,0,0
19459,9,5,0,0
19460,4,7,1,0
19461,0,0,1,1
19462,9,9,1,0
19463,1,8,1,1
19464,5,3,1,0
19465,7,5,1,0
19466,8,3,1,0
19467,2,6,1,0
19468,4,2,0,0
19469,3,7,0,0
19470,0,5,0,0
19471,9,8,0,1
19472,1,0,1,1
19473,4,6,1,1
19474,7,4,0,0
19475,2,6,0,1
19476,9,4,0,0
19477,4,7,1,1
19478,2,7,0,1
19479,9,3,0,0
19480,8,3,1,1
19481,7,1,1,1
19482,5,5,1,1
19483,4,1,0,0
19484,7,9,0,1
19485,8,9,1,0
19486,0,6,0,0
19487,0,0,0,0
19488,6,3,0,0
19489,2,4,1,0
19490,2,9,1,0
19491,1,5,1,0
19492,3,5,1,0
19493,1,2,1,0
19494,2,3,0,0
19495,4,5,1,0
19496,4,6,0,0
19497,0,8,0,0
19498,1,4,1,1
19499,3,9,1,0
19500,2,2,1,1
19501,6,7,1,0
19502,0,3,0,0
19503,2,0,1,1
19504,0,6,0,1
19505,7,3,0,0
19506,1,8,0,1
19507,3,4,0,0
19508,6,0,1,0
19509,4,3,1,1
19510,6,3,1,1
19511,8,1,1,1
19512,9,7,0,0
19513,0,2,0,0
19514,8,6,1,1
19515,8,1,1,1
19516,0,2,0,0
19517,1,4,0,0
19518,4,5,0,0
19519,0,6,0,0
19520,0,2,0,0
19521,4,1,0,0
19522,4,5,0,0
19523,3,8,0,0
19524,9,3,1,0
19525,3,0,0,1
19526,7,4,0,1
19527,9,2,0,0
19528,8,7,0,1
19529,5,0,1,1
19530,4,3,1,1
19531,4,6,0,1
19532,3,6,1,1
19533,0,4,0,0
19534,9,8,1,0
19535,9,8,1,0
19536,9,2,0,1
19537,1,0,1,0
19538,9,9,0,0
19539,6,8,0,1
19540,7,7,1,0
19541,2,4,0,1
19542,4,5,0,0
19543,0,9,1,1
19544,0,5,0,0
19545,8,1,0,0
19546,8,4,0,0
19547,4,4,1,0
19548,2,0,0,0
19549,0,0,1,0
19550,2,5,1,0
19551,3,2,0,0
19552,8,1,1,0
19553,4,7,0,0
19554,6,7,1,1
19555,4,2,1,1
19556,2,1,0,0
19557,7,7,0,1
19558,6,1,1,0
19559,5,2,1,1
19560,7,5,0,0
19561,9,8,1,1
19562,4,7,1,0
19563,0,6,1,0
19564,5,4,0,0
19565,8,6,1,0
19566,2,2,1,0
19567,7,1,1,0
19568,4,8,0,1
19569,8,9,0,1
19570,8,2,0,0
19571,9,5,1,0
19572,3,3,0,0
19573,5,6,0,0
19574,1,1,0,0
19575,2,0,0,0
19576,8,4,1,0
19577,6,8,1,0
19578,0,8,0,0
19579,4,8,1,1
19580,3,7,1,0
19581,4,2,1,1
19582,0,9,1,0
19583,0,5,0,0
19584,9,1,1,1
19585,7,7,0,0
19586,8,9,1,0
19587,5,6,0,0
19588,8,7,1,0
19589,6,7,1,1
19590,5,3,0,0
19591,5,8,0,0
19592,5,9,0,0
19593,7,7,0,0
19594,5,5,0,1
19595,3,4,0,0
19596,7,8,0,1
19597,9,6,1,0
19598,8,6,1,0
19599,2,3,0,0
19600,9,0,0,0
19601,4,1,0,0
19602,6,9,0,1
19603,3,9,1,0
19604,4,8,0,1
19605,7,5,1,1
19606,3,3,0,0
19607,1,9,1,1
19608,0,0,1,0
19609,1,2,1,1
19610,2,1,1,1
19611,7,9,0,0
19612,5,8,1,0
19613,8,4,1,0
19614,1,0,1,1
19615,7,9,0,0
19616,4,9,0,0
19617,1,0,1,0
19618,6,7,1,0
19619,5,3,1,1
19620,6,8,0,1
19621,5,3,1,1
19622,4,2,0,1
19623,0,5,0,0
19624,2,6,1,1
19625,0,1,1,1
19626,0,5,0,0
19627,3,6,1,0
19628,2,4,0,1
19629,0,8,1,1
19630,5,7,1,1
19631,4,4,0,0
19632,0,3,1,0
19633,0,8,1,1
19634,2,2,1,1
19635,9,7,1,0
19636,5,3,1,0
19637,1,1,1,0
19638,2,6,1,1
19639,0,4,1,0
19640,0,5,1,0
19641,5,0,0,0
19642,8,3,1,0
19643,0,2,1,1
19644,3,2,1,0
19645,1,2,1,1
19646,5,1,0,0
19647,8,9,1,1
19648,6,4,1,0
19649,8,0,1,1
19650,9,4,1,0
19651,0,6,1,0
19652,7,0,1,1
19653,5,9,1,1
19654,6,3,0,0
19655,7,5,0,0
19656,5,4,0,0
19657,4,8,0,0
19658,1,3,0,0
19659,6,4,0,0
19660,5,7,0,0
19661,3,0,1,1
19662,1,3,0,0
19663,4,8,0,1
19664,1,6,0,0
19665,7,5,1,1
19666,3,0,1,1
19667,7,8,0,0
19668,7,0,0,0
19669,3,8,0,0
19670,1,6,0,0
19671,5,2,0,1
19672,7,3,1,1
19673,1,6,0,0
19674,0,3,0,0
19675,5,8,1,0
19676,5,0,1,0
19677,7,1,0,0
19678,4,0,0,0
19679,5,7,1,0
19680,0,9,1,1
19681,3,6,1,1
19682,7,0,1,0
19683,9,5,1,0
19684,7,4,1,0
19685,9,3,0,1
19686,4,5,0,0
19687,9,9,0,1
19688,4,4,1,0
19689,4,3,1,1
19690,7,5,0,0
19691,4,9,1,1
19692,2,6,0,0
19693,5,0,0,0
19694,3,5,0,1
19695,0,0,0,0
19696,8,1,0,0
19697,5,7,1,1
19698,5,6,1,0
19699,3,3,1,1
19700,4,3,0,1
19701,4,8,1,0
19702,0,5,0,0
19703,2,5,1,0
19704,7,6,1,1
19705,6,1,1,0
19706,7,7,1,0
19707,8,7,1,1
19708,2,5,1,0
19709,9,0,1,1
19710,3,6,0,0
19711,6,4,0,0
19712,1,3,0,0
19713,4,4,1,0
19714,1,1,0,0
19715,8,0,1,0
19716,1,6,0,0
19717,5,5,0,1
19718,4,2,1,0
19719,7,7,1,0
19720,1,0,0,0
19721,5,0,1,0
19722,5,4,0,0
19723,8,6,1,0
19724,5,7,1,1
19725,9,6,0,0
19726,4,3,0,1
19727,2,1,1,0
19728,6,0,1,1
19729,4,1,1,0
19730,5,5,0,0
19731,3,2,1,1
